name,slug,country,city,homepage,programs
"rheinisch-westfälische technische hochschule aachen, rwth","rheinisch-westfälische-technische-hochschule-aachen,-rwth","Tyskland","Aachen","","{'mtenerg':1,}"
"university of the sunshine coast","university-of-the-sunshine-coast","Australia","Sunshine Coast","","{'bachelor biologi':1,'biologi bachelor':1,'afrikastudier':1,}"
"university of gent","university-of-gent","Belgia","Gent","","{'materialteknologi':1,}"
"david livingstone college of education","david-livingstone-college-of-education","Zambia","Livingstone","","{'grunnskolelærerutdanning 5-10 med norsk':1,}"
"université de strasbourg","université-de-strasbourg","Frankrike","Strasbourg","","{'europastudier med statsvitenskap':1,'europastudier':1,}"
"universidade autónoma de lisboa","universidade-autónoma-de-lisboa","Portugal","Lisboa","","{'arkitektur':2,}"
"universitat de valència","universitat-de-valència","Spania","Valencia","","{'økonomi og administrasjon':1,}"
"universidad de buenos aires - filosofia y letras","universidad-de-buenos-aires---filosofia-y-letras","Argentina","Buenos Aires","","{'bachelor i spansk':1,}"
"universidad tecnica frederico santa maria","universidad-tecnica-frederico-santa-maria","Chile","Valparaíso","","{'energi og miljø':1,}"
"colorado school of mines","colorado-school-of-mines","USA","Golden","","{'petroleumsfag, boreteknologi':1,}"
"chalmers tekniske högskola","chalmers-tekniske-högskola","Sverige","Gøteborg","","{'industriell kybernetikk':1,}"
"universitetet i salerno","universitetet-i-salerno","Italia","Salerno","","{'teknisk fysikk':1,}"
"shanghai jiao tong","shanghai-jiao-tong","Kina","Shanghai","","{'':1,}"
"upct","upct","Spania","Cartagena","","{'marin teknikk':1,}"
"upm - etsi navales","upm---etsi-navales","Spania","Madrid","","{'marin teknikk':1,}"
"bauhaus-universität weimar","bauhaus-universität-weimar","Tyskland","Weimar","","{'arkitektur':1,}"
"university of groningen","university-of-groningen","Nederland","Groningen","","{'profesjonsstudiet i psykologi':3,'bachelor pedagogikk':1,}"
"ikke universitet","ikke-universitet","Peru","Monsefú","","{'barnevernspedagogikk':1,'bachelor i barnevern':1,}"
"university of ljubljana (univerza v ljubljani)","university-of-ljubljana-(univerza-v-ljubljani)","Slovenia","Ljubljana","","{'medisin':1,}"
"lund universitet","lund-universitet","Sverige","Lund","","{'bachelor i psykologi':1,'sosialantropologi':1,}"
"cardiff university","cardiff-university","Storbritannia","Cardiff","","{'europastudier m/ statsvitenskap':1,'statsvitenskap':1,}"
"kusms, kathmandu university school of medical science","kusms,-kathmandu-university-school-of-medical-science","Nepal","Dhulikhel","","{'bachelor sykepleie':1,}"
"universidade de são paulo","universidade-de-são-paulo","Brazil","São Paulo","","{'materialteknologi 5år, mtmt':1,}"
"christian medical college vellore","christian-medical-college-vellore","India","Vellore","","{'medisin':1,}"
"livingstone college of nursing and midwifery","livingstone-college-of-nursing-and-midwifery","Zambia","Livingstone","","{'ergoterapiutdanningen':1,}"
"university of cape coast","university-of-cape-coast","Ghana","Cape Coast","","{'lektorutdanning i historie (mlhist)':1,}"
"sciences po toulouse","sciences-po-toulouse","Frankrike","Toulouse","","{'bachelor i statsvitenskap':1,'lektorutdanning i samfunnsfag':1,}"
"helsingfors universitet","helsingfors-universitet","Finland","Helsingfors","","{'allmenn litteraturvitskap':1,}"
"jiao tong","jiao-tong","Kina","Shanghai","","{'marin teknikk':1,}"
"universidade de coimbra","universidade-de-coimbra","Portugal","Coimbra","","{'arkitektur':1,}"
"upc (campus eebe)","upc-(campus-eebe)","Spania","Barcelona","","{'maskin':1,}"
"university of firenze","university-of-firenze","Italia","Firenze","","{'arkitektur':1,}"
"memorial university of newfoundland","memorial-university-of-newfoundland","Canada","St. John's","","{'sosiologi':1,}"
"burapha","burapha","Thailand","Bang Saen","","{'sykepleie':1,}"
"university of ghana legon","university-of-ghana-legon","Ghana","Accra","","{'sykepleie':1,}"
"upc - etseib","upc---etseib","Spania","Barcelona","","{'industriell økonomi og teknologiledelse - data':1,'kybernetikk og robotikk':1,}"
"the concerned for working children","the-concerned-for-working-children","India","Bangalore","","{'barnevernspedagog, bachelor':1,}"
"universidad politecnica de cataluna","universidad-politecnica-de-cataluna","Spania","Barcelona","","{'indøk':1,}"
"kathmandu university vishwavidalaya","kathmandu-university-vishwavidalaya","Nepal","Dhulikhel","","{'medisin, profesjonsstudium':1,}"
"university of western australia","university-of-western-australia","Australia","Perth","","{'marin teknikk':1,'bygg- og miljøteknikk':1,'fysikk og matematikk':1,'bachelor i psykologi':1,}"
"york university","york-university","Canada","Toronto","","{'grunnskolelærerutdanning 5-10 med vekt på realfag':1,'grunnskolelærer 5-10 med matematikk':1,'':1,'lærerstudiet':1,}"
"university of mannheim","university-of-mannheim","Tyskland","Mannheim","","{'industriell økonomi og teknologiledelse':3,}"
"christian medical college (cmc)","christian-medical-college-(cmc)","India","Vellore","","{'profesjonsstudiet i medisin':1,}"
"berkeley","berkeley","USA","Berkeley","","{'statsvitenskap':1,'mtfyma':1,}"
"universidade do algarve","universidade-do-algarve","Portugal","Faro","","{'bachelor i radiografi':1,'radiografi':1,}"
"tribhuvan university","tribhuvan-university","Nepal","Dhulikhel","","{'medisinstudiet':1,}"
"university of maryland","university-of-maryland","USA","Washington DC","","{'mtdt':1,}"
"tu dresden","tu-dresden","Tyskland","Dresden","","{'fornybar energi':1,'vann og miljøteknikk':1,}"
"pontificia universidad católica de perú","pontificia-universidad-católica-de-perú","Peru","Lima","","{'nanoteknologi':1,}"
"rijksuniversiteit groningen","rijksuniversiteit-groningen","Nederland","Groningen","","{'profesjonsstudiet i psykologi':2,'bevegelsesvitenskap':1,'msbio':1,}"
"upc eebe","upc-eebe","Spania","Barcelona","","{'maskiningeniør':1,}"
"university of sydney","university-of-sydney","Australia","Sydney","","{'master in interaction design':1,}"
"abrigo rainha silvia","abrigo-rainha-silvia","Brazil","Itaborai","","{'barnevernspedagog':1,'barnevernspedagogikk':1,}"
"sunshine educare","sunshine-educare","Sør Afrika","Cape Town","","{'barnevernspedagogikk':1,}"
"the university of chichester","the-university-of-chichester","Storbritannia","Chichester","","{'bachelor i bevegelsesvitenskap':1,}"
"ufrj","ufrj","Brazil","Rio de Janeiro","","{'mtnano':1,'marin teknikk':1,}"
"universitat politècnica de catalunya (upc) - fme","universitat-politècnica-de-catalunya-(upc)---fme","Spania","Barcelona","","{'mtfyma - fysikk og matematikk':1,}"
"universitat politecnica de cataluna","universitat-politecnica-de-cataluna","Spania","Barcelona","","{'datateknologi':1,}"
"univeristetet i valencia","univeristetet-i-valencia","Spania","Valencia","","{'psykologi - bachelor':1,}"
"uv","uv","Spania","Valencia","","{'psykologi, bachelor':1,}"
"tecnico (ist)","tecnico-(ist)","Portugal","Lisboa","","{'mtkj, bioteknologi':1,}"
"(usm) universidad técnica federico santa maría","(usm)-universidad-técnica-federico-santa-maría","Chile","Valparaiso","","{'indøk (industriell økonomi og teknologiledelse)':1,}"
"university of california - berkeley","university-of-california---berkeley","USA","Berkeley","","{'nanoteknologi':1,'fysikk og matematikk':1,}"
"san diego state university (sdsu)","san-diego-state-university-(sdsu)","USA","San Diego","","{'energi og miljø':1,'bygg og miljøteknikk':1,'master i ledelse av teknologi':1,'bygg- og miljøteknikk':1,}"
"universoty of new south wales","universoty-of-new-south-wales","Australia","Sydney","","{'energi og miljø':1,}"
"institut détudes politiques de lyon","institut-détudes-politiques-de-lyon","Frankrike","Lyon","","{'statsvitenskap':1,}"
"université claude bernard lyon 1","université-claude-bernard-lyon-1","Frankrike","Lyon","","{'bygg- og miljøteknikk':1,}"
"kth - kungliga tekniska högskolan","kth---kungliga-tekniska-högskolan","Sverige","Stockholm","","{'bygg- og miljøteknikk':1,}"
"michigan technological university","michigan-technological-university","USA","Houghton","","{'industriell økonomi og teknologiledelse':1,'produktutvikling og produksjon':1,}"
"ufrj - universidade federal do rio de janeiro","ufrj---universidade-federal-do-rio-de-janeiro","Brazil","Rio de Janeiro","","{'marin teknikk':1,}"
"prosjektperiode","prosjektperiode","Filippinene","Tacloban","","{'barnevernspedagog':1,}"
"indian institute of technology madras","indian-institute-of-technology-madras","India","Chennai","","{'industriell kjemi og bioteknologi':1,}"
"norwegian study centre - university of york","norwegian-study-centre---university-of-york","Storbritannia","York","","{'engelsk bachelor':1,}"
"chalmers","chalmers","Sverige","Gøteborg","","{'arkitektur':1,'konstruksjonsteknikk':1,}"
"university of colorado boulder","university-of-colorado-boulder","USA","Boulder","","{'mtfyma':1,'produktutvikling og produksjon':1,}"
"universitetet i lisboa","universitetet-i-lisboa","Portugal","Lisboa","","{'medisin':1,}"
"ucsd - university of california san diego","ucsd---university-of-california-san-diego","USA","San Diego","","{'indøk data':1,}"
"university of barcelona","university-of-barcelona","Spania","Barcelona","","{'samfunnsøkonomi':1,'bioingeniør':1,}"
"universitat politecnica de catelunya","universitat-politecnica-de-catelunya","Sveits","Barcelona","","{'lektor i realfag':1,}"
"university of helsinki","university-of-helsinki","Finland","Helsinki","","{'lektorutdanning i geografi':1,}"
"universidade federal de santa catarina","universidade-federal-de-santa-catarina","Brazil","Florianópolis","","{'kybernetikk og robotikk':1,'vann- og miljøteknikk':1,}"
"the hong kong polytechnic university","the-hong-kong-polytechnic-university","Kina","HongKong","","{'mting':1,'industriell økonomi og teknologiledelse':1,}"
"uq","uq","Australia","Brisbane","","{'arkitektur':1,'indoek':1,}"
"technische üniversität in berlin (tub)","technische-üniversität-in-berlin-(tub)","Tyskland","Berlin","","{'bygg- og miljøteknikk':1,}"
"università degli studi di milano - bicocca","università-degli-studi-di-milano---bicocca","Italia","Milano","","{'mschem':1,}"
"otago university","otago-university","New Zealand","Dunedin","","{'lektor i geografi':1,}"
"newcastle university","newcastle-university","Storbritannia","Newcastle upon Tyne","","{'engelsk (bachelor)':1,'mlspråk':1,'lektor samfunnsfag (master i statsvitenskap)':1,'lektor i engelsk':1,'sosialantropologi, bachelor':1,}"
"the university of hong kong","the-university-of-hong-kong","Kina","Hong Kong","","{'indøk-emil':1,'industriell økonomi og teknologiledelse':2,}"
"university of split","university-of-split","Kroatia","Split","","{'sykepleie':3,'bachelor i sykepleie':2,'sykepleie bachelor':2,'praksis i medisinsk fagområde':1,}"
"pontificia universidad catolica de chile (puc)","pontificia-universidad-catolica-de-chile-(puc)","Chile","Santiago","","{'industriell design':1,}"
"university of nottingham ningbo china","university-of-nottingham-ningbo-china","Kina","Ningbo","","{'master i statsvitskap':1,'statsvitenskap':1,}"
"sveučilište u splitu / university of split","sveučilište-u-splitu-/-university-of-split","Kroatia","Split","","{'sykepleie bachelor':1,}"
"university college dublin (ucd)","university-college-dublin-(ucd)","Irland","Dublin","","{'bachelor i elektroingeniør (elkraft)':1,'nanoteknologi':1,}"
"ikke relevant","ikke-relevant","Laos","Savannakhet","","{'barnevernspedagog, bachelor':1,'barnevern':1,}"
"universidad san fransisco quito","universidad-san-fransisco-quito","Ecuador","Quito","","{'medisin':1,}"
"iae - aix marseille université","iae---aix-marseille-université","Frankrike","Aix-en-Provence","","{'master i økonomi og administrasjon (strategi, organisasjon og ledelse)':1,}"
"iae aix-marseille université","iae-aix-marseille-université","Frankrike","Aix-en-provence","","{'master i økonomi og administrasjon - hovedprofil økonomistyring':1,'siviløkonom handelshøyskolen i trondheim':1,}"
"politechinka warszawska","politechinka-warszawska","Polen","Warszawa","","{'kybernetikk og robotikk':1,}"
"aix-marseille graduate school of management - iae","aix-marseille-graduate-school-of-management---iae","Frankrike","Aix-en-Provence","","{'økonomistyring':1,}"
"aix-marseille graduate school of management","aix-marseille-graduate-school-of-management","Frankrike","Aix-en-Provence","","{'ledelse av teknologi':1,}"
"ewha womans university","ewha-womans-university","Korea","Seoul","","{'engelsk bachelor':1,}"
"kwansei gakuin daigaku","kwansei-gakuin-daigaku","Japan","Nishinomiya","","{'bachelor i geografi':1,}"
"university of cape town (uct)","university-of-cape-town-(uct)","Sør Afrika","George og Cape Town","","{'profesjonsstudiet i medisin':1,'energi og miljø':1,}"
"university of calgary","university-of-calgary","Canada","Calgary","","{'markedsføring og ledelse,':1,'bevegelsesvitenskap bachelor':1,'femårig master i samfunnsøkonomi':1,'energi og miljø':1,}"
"ikke universitet, barnehjem gentle hands inc","ikke-universitet,-barnehjem-gentle-hands-inc","Filippinene","Manila","","{'barnevernspedagog bachelor':1,}"
"praksis","praksis","Asia","Manila","","{'barnevern':1,}"
"ucl","ucl","Storbritannia","London","","{'profesjonsstudiet i psykologi':1,'mastergrad i pedagogikk':1,}"
"nus","nus","Singapore","Singapore","","{'marin teknikk':3,'bygg- og miljøteknikk':1,'indøk':1,}"
"det var ingen universitet. vi var i en prosjektperiodet.","det-var-ingen-universitet.-vi-var-i-en-prosjektperiodet.","Sør Afrika","Cape Town","","{'sosionom utdanning':1,}"
"the university of edinburgh","the-university-of-edinburgh","Storbritannia","Edinburgh","","{'fysikk og matematikk, teknisk fysikk':1,}"
"det var ikke universitet, vi hospiterte hos en frivillig organisasjon","det-var-ikke-universitet,-vi-hospiterte-hos-en-frivillig-organisasjon","Sør Afrika","Cape Town","","{'bachelor i sosialt arbeid':1,}"
"politechnika warszawska","politechnika-warszawska","Polen","Warszawa","","{'elektroingeniør':1,}"
"queensland university of technology, qut","queensland-university-of-technology,-qut","Australia","Brisbane","","{'kommunikasjonsteknologi':1,}"
"butterfly house community resource centre","butterfly-house-community-resource-centre","Sør Afrika","Paarl","","{'bachelor i barnevern':1,}"
"free university of bolzano","free-university-of-bolzano","Italia","Bolzano","","{'industriell økonomi og teknologiledelse':1,}"
"butterfly house i paarl","butterfly-house-i-paarl","Sør Afrika","Paarl","","{'barnevernspedagog':1,}"
"universitetet i lusaka","universitetet-i-lusaka","Zambia","Livingstone","","{'sosialt arbeid':1,}"
"goldsmiths university of london","goldsmiths-university-of-london","Storbritannia","London","","{'mlhist':1,}"
"ikke knyttet til universitet","ikke-knyttet-til-universitet","Jamaica","Montego Bay","","{'barnevern, bachelor':1,}"
"uct","uct","Sør Afrika","Cape Town","","{'master i arkitektur':1,'produktutvikling og produksjon':1,'medisin':1,'geologi realfag':1,'master miljøgeologi':1,}"
"chancellor college: university of malawi","chancellor-college:-university-of-malawi","Malawi","Zomba and Blantyre","","{'mphil development studies - specializing in geography':1,}"
"goldsmith university","goldsmith-university","Storbritannia","London","","{'mlhist':1,}"
"butterfly house","butterfly-house","Sør Afrika","Paarl","","{'barnevernspedagog':1,'bachelor i barnevern (barnevernspedagog)':1,}"
"ikke ved universitet","ikke-ved-universitet","India","Palolem","","{'master sosialantropologi':1,}"
"college of medicine","college-of-medicine","Malawi","Blantyre","","{'medisin':1,}"
"kyoto university","kyoto-university","Japan","Kyoto","","{'datateknikk, master':1,'international master programme':1,'master i informatikk - spill, design og teknologilære':1,'mtkj':1,}"
"the university of arusha","the-university-of-arusha","Tanzania","Arusha, Karatu, Ngorongoro Conservation Area, Serengeti National Park","","{'natural resources management, geography':1,}"
"ryerson university","ryerson-university","Canada","Toronto","","{'datateknologi':1,}"
"vi var på prosjektreise ikke utveksling","vi-var-på-prosjektreise-ikke-utveksling","Jamaica","Montego bay","","{'barnevernspedagog':1,}"
"ingen.","ingen.","Brazil","Itaborai","","{'bachelor i barnevern':1,}"
"universidad de buenos aires (uba)","universidad-de-buenos-aires-(uba)","Argentina","Buenos Aires","","{'medisin profesjonsstudium':1,'lektorutdanning i idrett og spansk':1,'medisin':1,}"
"ntu","ntu","Singapore","Singapore","","{'industriell kjemi og bioteknologi':1,'økonomi og administrasjon':1,}"
"national univeristy of singapore","national-univeristy-of-singapore","Singapore","Singapore","","{'marin teknikk':1,}"
"texas","texas","USA","LUBBOCK","","{'geologi':1,}"
"pontificia universidad católica del perú","pontificia-universidad-católica-del-perú","Peru","Lima","","{'lektorutdanning i geografi':1,}"
"university of north dakota","university-of-north-dakota","USA","Grand Forks","","{'medisin':2,}"
"college of medicine, university of malawi","college-of-medicine,-university-of-malawi","Malawi","Blantyre","","{'medisin profesjon':1,}"
"university college lillebælt","university-college-lillebælt","Danmark","Odense","","{'ergoterapi':1,}"
"kwantlen polytechnic university","kwantlen-polytechnic-university","Canada","Vancouver","","{'industriell design, 5årig master':1,}"
"ajou","ajou","Korea","Suwon","","{'komtek':1,}"
"tekniske universitet münchen","tekniske-universitet-münchen","Tyskland","München","","{'kybernetikk og robotikk':1,}"
"chatham university","chatham-university","USA","Pittsburgh","","{'urban ecological planning':1,'urban ecological planning (m. sc.)':1,}"
"technical university of munich (tum)","technical-university-of-munich-(tum)","Tyskland","Munchen","","{'bygg- og miljøteknikk':1,}"
"royal melbourne institute of technology (rmit)","royal-melbourne-institute-of-technology-(rmit)","Australia","Melbourne","","{'bygg og miljøteknikk':1,}"
"univeristy of otago","univeristy-of-otago","New Zealand","Dunedin","","{'bbi - bachelor biologi - studieretning økologi, adferd og evolusjon':1,}"
"université grenoble alpes","université-grenoble-alpes","Frankrike","Grenoble","","{'bygg- og miljøteknikk':1,}"
"den statlige danske scenekunstskole","den-statlige-danske-scenekunstskole","Danmark","København","","{'musikkteknologi, bachelor':1,}"
"institut polytechnique de grenoble","institut-polytechnique-de-grenoble","Frankrike","Grenoble","","{'energi og miljø':1,}"
"universidad autónoma de madrid","universidad-autónoma-de-madrid","Spania","Madrid","","{'nanoteknologi':4,}"
"université de montpellier","université-de-montpellier","Frankrike","Montpellier","","{'mtkj':1,'medisin':1,}"
"technishe universität münchen","technishe-universität-münchen","Tyskland","München","","{'kybernetikk og robotikk':1,}"
"university of edinburgh","university-of-edinburgh","Storbritannia","Edinburgh","","{'fysikk og matematikk':1,'industriell økonomi og teknologiledelse':1,'mtfyma':1,'bachelor i engelsk':1,}"
"uw-madison","uw-madison","USA","Madison","","{'energi og miljø':1,}"
"universitetet i heidelberg","universitetet-i-heidelberg","Tyskland","Heidelberg","","{'fysikk':1,}"
"harvard university (summer school)","harvard-university-(summer-school)","USA","Boston","","{'industriell design':1,}"
"upm, etsii","upm,-etsii","Spania","Madrid","","{'produktutvikling og produksjon':1,}"
"universidad nacional autónoma de méxico","universidad-nacional-autónoma-de-méxico","Mexico","Mexico by","","{'lektorutdanning i samfunnsfag for trinn 8-13':1,}"
"tekniske universitet i berlin","tekniske-universitet-i-berlin","Tyskland","Berlin","","{'marin teknikk':1,}"
"elisava","elisava","Spania","Barcelona","","{'industriell design':1,}"
"albert-  ludwig university of freiburg","albert---ludwig-university-of-freiburg","Tyskland","freiburg im breisgau","","{'samfunnsøkonomi (5 årig, master)':1,}"
"vsb - technical university of ostrava","vsb---technical-university-of-ostrava","Tsjekkia","Ostrava","","{'tekniske geofag':1,}"
"albert- ludwigs- universität freiburg","albert--ludwigs--universität-freiburg","Tyskland","Freiburg im Breisgau","","{'integrert master i samfunnsøkonomi':1,}"
"university of trento","university-of-trento","Italia","Trento","","{'bygg og miljøteknikk':1,}"
"techinsche universität münchen","techinsche-universität-münchen","Tyskland","München","","{'produktutvikling &amp; produksjon':1,}"
"hcu + tum","hcu-+-tum","Tyskland","Hamburg + München","","{'arkitektur':1,}"
"leipzig","leipzig","Tyskland","Leipzig","","{'tysk - master':1,}"
"hochschule bonn-rhein-sieg","hochschule-bonn-rhein-sieg","Tyskland","Bonn","","{'bioingeniør':2,}"
"ucla","ucla","USA","Los Angeles","","{'statsvitenskap':1,}"
"albert-ludwigs universität","albert-ludwigs-universität","Tyskland","Freiburg im Breisgau","","{'bachelor tysk':1,'nanoteknologi':1,}"
"universidad politecnica de madrid","universidad-politecnica-de-madrid","Spania","Madrid","","{'marin teknikk':1,}"
"czech technical university in prague","czech-technical-university-in-prague","Tsjekkia","Praha","","{'elektronisk systemdesign og inovasjon':1,'informatikk':1,}"
"ecole polytechnique fédérale lausanne (epfl)","ecole-polytechnique-fédérale-lausanne-(epfl)","Sveits","Lausanne","","{'cybernetics and robotics':1,}"
"upc fib","upc-fib","Spania","Barcelona","","{'mtkom':1,}"
"van hall larenstein","van-hall-larenstein","Nederland","leeuwarden","","{'tmat201p':1,'bachelor i matteknologi':1,}"
"julius-maximilians-universität (jmu)","julius-maximilians-universität-(jmu)","Tyskland","Würzburg","","{'profesjonsstudie psykologi':1,}"
"shanghai jiaotong university","shanghai-jiaotong-university","Kina","Shanghai","","{'energi og miljø':1,}"
"university of porto","university-of-porto","Portugal","Porto","","{'mtkj':1,}"
"università di bologna (unibo)","università-di-bologna-(unibo)","Italia","Bologna","","{'industriell kjemi og bioteknologi':1,}"
"universitet i cádiz","universitet-i-cádiz","Spania","Cádiz","","{'industriell kjemi og bioteknologi':1,}"
"ecole nationale supérieure darchitecture de paris-belleville","ecole-nationale-supérieure-darchitecture-de-paris-belleville","Frankrike","Paris","","{'arkitektur':1,}"
"uk","uk","Storbritannia","portsmouth","","{'europastudier':1,}"
"université de grenoble alpes","université-de-grenoble-alpes","Frankrike","Grenoble","","{'mbiot5':1,}"
"universidad polytechnica de catalunya","universidad-polytechnica-de-catalunya","Spania","Barcelona","","{'kybernetikk &amp; robotikk':1,}"
"ambassaden i haag","ambassaden-i-haag","Nederland","Haag","","{'europastudier, master':1,}"
"universidad de cádiz","universidad-de-cádiz","Spania","Cádiz","","{'lektorutdanning i språkfag':1,'lektorutdanning i språk og litteratur':1,'lektor geografi':1,}"
"universidad de barcelona","universidad-de-barcelona","Spania","Barcelona","","{'bachelor i bioingeniørfag':1,}"
"esitc caen","esitc-caen","Frankrike","Caen","","{'bygg- og miljøteknikk':2,}"
"universitat politécnica de valéncia","universitat-politécnica-de-valéncia","Spania","Valencia","","{'bygg- og miljøteknikk':1,}"
"universitat politécnica de valencia","universitat-politécnica-de-valencia","Spania","Valencia","","{'bygg og miljøteknikk':1,}"
"université de toulouse jean-jaurès","université-de-toulouse-jean-jaurès","Frankrike","Toulouse","","{'profesjonsstudiet i psykologi':1,}"
"nanyang technological university (ntu/nbs)","nanyang-technological-university-(ntu/nbs)","Singapore","Singapore","","{'industriell økonomi og teknologiledelse (mtiøt pup)':1,}"
"università degli studi di genova","università-degli-studi-di-genova","Italia","Genoa","","{'kybernetikk og robotikk':1,}"
"roma tor vergata","roma-tor-vergata","Italia","Roma","","{'økonomi og administrasjon':1,}"
"university of maryland - college park","university-of-maryland---college-park","USA","Washington DC","","{'mttk':1,}"
"universitetet i valencia","universitetet-i-valencia","Spania","Valencia","","{'økonomi og administrasjon':1,}"
"universitetet i innsbruck","universitetet-i-innsbruck","Østerrike","Innsbruck","","{'samfunnsøkonomi':1,'fysikk og matematikk':1,}"
"technical university of danmark","technical-university-of-danmark","Danmark","København","","{'bygg og miljøteknikk':1,}"
"université paris 1 panthéon-sorbonne","université-paris-1-panthéon-sorbonne","Frankrike","Paris","","{'5-årig integrert master i samfunnsøkonomi':1,}"
"grenoble - inp ense3","grenoble---inp-ense3","Frankrike","Grenoble","","{'produktutvikling og produksjon 5-åring sivilingeniør':1,}"
"université de lille 1","université-de-lille-1","Frankrike","Lille","","{'matteknologi':1,}"
"haskoli islands","haskoli-islands","Island","Reykjavik","","{'litteraturvitenskap, master':1,}"
"grenoble institute of technology","grenoble-institute-of-technology","Frankrike","Grenoble","","{'kybernetikk &amp; robotikk':1,}"
"univerista degli studi di padova","univerista-degli-studi-di-padova","Italia","Padova","","{'industriell økonomi og teknolgiledelse':1,}"
"dtu - technical university of denmark","dtu---technical-university-of-denmark","Danmark","København","","{'bygg- og miljøteknikk':1,}"
"inp grenoble","inp-grenoble","Frankrike","Grenoble","","{'ingeniørvitenskap og ikt':2,}"
"upv - fakultet etsii","upv---fakultet-etsii","Spania","Valéncia","","{'energi og miljø - energiforsyning og klimatisering av bygninger':1,}"
"georg-august-universität göttingen","georg-august-universität-göttingen","Tyskland","Göttingen","","{'master i nordisk litteratur':1,}"
"le mans université (tidligere université du maine)","le-mans-université-(tidligere-université-du-maine)","Frankrike","Le Mans","","{'elektronisk systemdesign og innovasjon':1,}"
"pontificia universidad catolica de chile","pontificia-universidad-catolica-de-chile","Chile","Santiago","","{'industriell design':1,}"
"universty of minnesota","universty-of-minnesota","USA","Minnesota","","{'energi og miljø':1,}"
"université catholique de lyon","université-catholique-de-lyon","Frankrike","Lyon","","{'bioingeniør':1,}"
"universitá di padova","universitá-di-padova","Italia","Padova","","{'industriell økonomi og teknologiledelse':1,}"
"universidad politécnica de valencia (upv)","universidad-politécnica-de-valencia-(upv)","Spania","Valencia","","{'industriell design':1,}"
"kunliga tekniska högskolan (kth)","kunliga-tekniska-högskolan-(kth)","Sverige","Stockholm","","{'arkitektur':1,}"
"karolinska institut","karolinska-institut","Sverige","Stockholm","","{'medisin':1,}"
"universitetet i lille, lille 1(uit-a, universitaire de lille institut technologie)","universitetet-i-lille,-lille-1(uit-a,-universitaire-de-lille-institut-technologie)","Frankrike","Lille","","{'matteknologi':1,}"
"university of minnesota","university-of-minnesota","USA","Minneapolis","","{'energi og miljø - elkraft':2,'elkraft - energi og miljø':1,'bachelor engelsk':1,'mtenerg':1,'fysikk og matematikk, siving.':1,}"
"ist - instituto superior tecnico","ist---instituto-superior-tecnico","Portugal","Lisboa","","{'bioteknologi':1,}"
"universiteit utrecht","universiteit-utrecht","Nederland","Amersfoort og Utrecht","","{'lektorutdanning i realfag':1,'ppu':1,}"
"etsam","etsam","Spania","Madrid","","{'arkitektur':1,}"
"université de pau et des pays de ladour","université-de-pau-et-des-pays-de-ladour","Frankrike","Pau","","{'petroleumsfag':1,}"
"university of melbourne","university-of-melbourne","Australia","Melbourne","","{'kybernetikk og robotikk':1,}"
"université catholique de lyon (ucly)","université-catholique-de-lyon-(ucly)","Frankrike","Lyon","","{'bioingeniør':1,}"
"christ university","christ-university","India","Bangalore","","{'sosialt arbeid':1,}"
"christ deemed to be university","christ-deemed-to-be-university","India","Bangalore","","{'sosialt arbeid':1,}"
"univeristy of glasgow","univeristy-of-glasgow","Storbritannia","Glasgow","","{'bygg- og miljøteknikk':1,}"
"christian university","christian-university","India","Bangalore","","{'sosialt arbeid':1,}"
"university og nottingham ningbo","university-og-nottingham-ningbo","Kina","Ningbo","","{'økonomi og administrasjon':1,}"
"danmarks tekniske universitet dtu","danmarks-tekniske-universitet-dtu","Danmark","København","","{'kommunikasjonsteknologi':1,}"
"england","england","Storbritannia","York","","{'lektor språk':1,}"
"stockholms universitet","stockholms-universitet","Sverige","Stockholm","","{'sosialantropologi':1,'master i arbeids- og organisasjonspsykologi':1,}"
"aalborg universitet","aalborg-universitet","Danmark","Aalborg","","{'mlreal':1,'psykologi':1,'psykologi bachelor':1,}"
"university of nottingham","university-of-nottingham","Kina","Ningbo","","{'økonomi og administrasjon':1,}"
"ctu in prague","ctu-in-prague","Tsjekkia","Praha","","{'mt-bygg':1,}"
"österreich","österreich","Østerrike","Innsbruck","","{'medisin profesjonsstudium':1,}"
"sungkyunkwan university/skkku","sungkyunkwan-university/skkku","Korea","Seoul","","{'samfunnsøkonomi':1,}"
"edinburgh napier university","edinburgh-napier-university","Storbritannia","Edinburgh","","{'mtkj':1,}"
"universitat politécnica de catalunya","universitat-politécnica-de-catalunya","Spania","Barcelona","","{'fysikk og matematikk':1,}"
"universitetet i york","universitetet-i-york","Storbritannia","York","","{'master i engelsk':1,}"
"uc san diego","uc-san-diego","USA","San Diego","","{'mtkom':1,'energi og miljø':1,'bygg- og miljøteknikk':1,}"
"tu darmstadt","tu-darmstadt","Tyskland","Darmstadt","","{'industriell kjemi og bioteknologi':1,}"
"université toulouse jean jaurès","université-toulouse-jean-jaurès","Frankrike","Toulouse","","{'lektorutdanning':1,'psykologi':1,}"
"massachusetts institute of technology (mit)","massachusetts-institute-of-technology-(mit)","USA","Cambridge","","{'industriell økonomi og teknologiledelse':1,'mtkj':1,'tekniske geofag':1,}"
"boise state university","boise-state-university","USA","Boise","","{'elektroingjeniør':1,}"
"universitet utrecht","universitet-utrecht","Nederland","Utrecht","","{'lektorutdanning med språk':1,}"
